canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at,reason,evidence_json,boundary_valid,head_text,is_hpc
3039,define resource,unknown,[],[],[3039],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}]",1,resource,1
3040,selection algorithm,unknown,[],[],[3040],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""Build a cgroup.conf file as well\n LinuxProc: Use parent process ID records, processes can escape from Slurm control\n Pgid: Use Unix Process Group ID, processes changing their process group ID can escape from Slurm control\nResource Selection\nDefine resource (node) selection algorithm to be used.""}]",1,algorithm,1
3041,allocate individual processor,unknown,"[""Allocate individual processors""]",[],[3041],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 52, ""cleaned_version"": 1, ""sentence"": ""Select one value for SelectType:\n cons_tres: Allocate individual processors, memory, GPUs, and other trackable resources\n Linear: Node-base resource allocation, does not manage individual processor allocation\nTask Launch\nDefine a task launch plugin.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""Select one value for SelectType:\n cons_tres: Allocate individual processors, memory, GPUs, and other trackable resources\n Linear: Node-base resource allocation, does not manage individual processor allocation\nTask Launch\nDefine a task launch plugin.""}]",1,processor,1
3042,base resource allocation,unknown,[],[],[3042],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 52, ""cleaned_version"": 1, ""sentence"": ""Select one value for SelectType:\n cons_tres: Allocate individual processors, memory, GPUs, and other trackable resources\n Linear: Node-base resource allocation, does not manage individual processor allocation\nTask Launch\nDefine a task launch plugin.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""Select one value for SelectType:\n cons_tres: Allocate individual processors, memory, GPUs, and other trackable resources\n Linear: Node-base resource allocation, does not manage individual processor allocation\nTask Launch\nDefine a task launch plugin.""}]",1,allocation,1
3043,individual processor allocation,unknown,[],[],[3043],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 52, ""cleaned_version"": 1, ""sentence"": ""Select one value for SelectType:\n cons_tres: Allocate individual processors, memory, GPUs, and other trackable resources\n Linear: Node-base resource allocation, does not manage individual processor allocation\nTask Launch\nDefine a task launch plugin.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""Select one value for SelectType:\n cons_tres: Allocate individual processors, memory, GPUs, and other trackable resources\n Linear: Node-base resource allocation, does not manage individual processor allocation\nTask Launch\nDefine a task launch plugin.""}]",1,allocation,1
3044,srun man page,unknown,"[""srun man pages""]",[],[3044],5,4,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 54, ""cleaned_version"": 1, ""sentence"": ""Select one value for TaskPlugin:\n None: No task launch actions\n Affinity: CPU affinity support (see srun man pages for the --cpu-bind, --mem-bind, and -E options)""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 421, ""cleaned_version"": 1, ""sentence"": ""Any active job step on that node will be killed. See the slurm.conf and srun man pages for more information.""}, {""doc_id"": ""doc_5755"", ""sent_idx"": 539, ""cleaned_version"": 1, ""sentence"": ""It's also possible that a job could have multiple output files (see filename pattern in the srun man page).""}, {""doc_id"": ""doc_edd8"", ""sent_idx"": 2, ""cleaned_version"": 1, ""sentence"": ""For example, tasks can be bound to individual threads, cores, sockets, NUMA or boards. See the slurm.conf and srun man pages for more information about how these options work.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 51, ""cleaned_version"": 1, ""sentence"": ""Select one value for TaskPlugin:\n None: No task launch actions\n Affinity: CPU affinity support (see srun man pages for the --cpu-bind, --mem-bind, and -E options)""}]",1,page,1
3045,enforcement,command,[],[],[3045],6,6,2026-01-14T10:20:47,2026-01-14 11:21:50,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""Allocated resources constraints enforcement using Linux Control Groups (see cgroup.conf man page)""}, {""doc_id"": ""doc_50f7"", ""sent_idx"": 22, ""cleaned_version"": 1, ""sentence"": ""Use of a job_submit plugin is recommended to manage job submissions to these labels, as no enforcement is provided otherwise.""}, {""doc_id"": ""doc_b406"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""Users can use the --mem or --mem-per-cpu option at job submission time to override the default value, but they cannot exceed the maximum value.\nEnforcement of a jobs memory allocation is performed by setting the \""maximum data segment size\"" and the \""maximum virtual memory size\"" system limits to the appropriate values before launching the tasks. Enforcement is also managed by the accounting plugin, which periodically gathers data about running jobs. Set JobAcctGather and JobAcctFrequency to values suitable for your system.""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 40, ""cleaned_version"": 1, ""sentence"": ""However, we have observed gaps in the enforcement of these dependencies when using the low-level dpkg command. For this reason, we recommend avoiding low-level commands like dpkg and rpm, and instead using high-level commands like dnf and apt for all operations.""}, {""doc_id"": ""doc_edd8"", ""sent_idx"": 9, ""cleaned_version"": 1, ""sentence"": ""Summary of the order of enforcement:\nSrun --cpu-bind option\nNode CpuBind configuration parameter (if all nodes match)\nPartition CpuBind configuration parameter\nTaskPluginParam configuration parameter\nSrun --cpu-bind option\nThe srun --cpu-bind option will always be used to control task binding.""}]",1,enforcement,1
3046,linux control group,unknown,"[""Linux Control Groups""]",[],[3046],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""Allocated resources constraints enforcement using Linux Control Groups (see cgroup.conf man page)""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 52, ""cleaned_version"": 1, ""sentence"": ""Allocated resources constraints enforcement using Linux Control Groups (see cgroup.conf man page)""}]",1,group,1
3047,cgroup.conf man page,unknown,[],[],[3047],5,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""Allocated resources constraints enforcement using Linux Control Groups (see cgroup.conf man page)""}, {""doc_id"": ""doc_ebf2"", ""sent_idx"": 33, ""cleaned_version"": 1, ""sentence"": ""ProctrackType=proctrack/cgroupThere are no specific options for this plugin in cgroup.conf, but the general options apply. See the cgroup.conf man page for details.""}, {""doc_id"": ""doc_ebf2"", ""sent_idx"": 42, ""cleaned_version"": 1, ""sentence"": ""The general options also apply. See the cgroup.conf man page for details.""}, {""doc_id"": ""doc_ebf2"", ""sent_idx"": 48, ""cleaned_version"": 1, ""sentence"": ""To enable this plugin, configure the following option in slurm.conf:\nJobacctGatherType=jobacct_gather/cgroupThere are no specific options for this plugin in cgroup.conf, but the general options apply. See the cgroup.conf man page for details.""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 52, ""cleaned_version"": 1, ""sentence"": ""Allocated resources constraints enforcement using Linux Control Groups (see cgroup.conf man page)""}]",1,page,1
3048,srunprolog,unknown,[],[],[3048],44,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 58, ""cleaned_version"": 1, ""sentence"": ""Prolog\n Epilog\nSrunProlog/Epilog: Fully qualified path to be executed by srun at job step initiation and termination.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 60, ""cleaned_version"": 1, ""sentence"": ""SrunProlog\n SrunEpilog\nTaskProlog/Epilog: Fully qualified path to be executed as the user before each task begins execution and after each task terminates.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 5, ""cleaned_version"": 1, ""sentence"": ""Parameter Location Invoked by User When executed\nSrunProlog (from slurm.conf) or srun --prologsrun invocation nodesrun commandUser invoking srun commandPrior to launching job step\nTaskProlog (from slurm.conf)Compute nodeslurmstepd daemonUser invoking srun commandPrior to launching job step\nsrun --task-prologCompute nodeslurmstepd""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 42, ""cleaned_version"": 1, ""sentence"": ""To reference this specific task of a job array, combine SLURM_ARRAY_JOB_ID with SLURM_ARRAY_TASK_ID (e.g. scontrol update ${SLURM_ARRAY_JOB_ID}_{$SLURM_ARRAY_TASK_ID} ...); Available in PrologSlurmctld, SrunProlog, TaskProlog, EpilogSlurmctld, SrunEpilog and TaskEpilog.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 45, ""cleaned_version"": 1, ""sentence"": ""Otherwise it will not be set. Available in PrologSlurmctld, SrunProlog, TaskProlog, EpilogSlurmctld, SrunEpilog and TaskEpilog.""}]",1,srunprolog,1
3049,qualified path,command,[],[],[3049],3,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 58, ""cleaned_version"": 1, ""sentence"": ""Prolog\n Epilog\nSrunProlog/Epilog: Fully qualified path to be executed by srun at job step initiation and termination.""}, {""doc_id"": ""doc_2cc9"", ""sent_idx"": 60, ""cleaned_version"": 1, ""sentence"": ""SrunProlog\n SrunEpilog\nTaskProlog/Epilog: Fully qualified path to be executed as the user before each task begins execution and after each task terminates.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 2, ""cleaned_version"": 1, ""sentence"": ""Either specify fully qualified path names in the program or set the PATH environment variable. The first table below identifies what prologs and epilogs are available for job allocations, when and where they run.""}]",1,path,1
3050,job step initiation,job_concept,[],[],[3050],3,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 58, ""cleaned_version"": 1, ""sentence"": ""Prolog\n Epilog\nSrunProlog/Epilog: Fully qualified path to be executed by srun at job step initiation and termination.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 3, ""cleaned_version"": 1, ""sentence"": ""Parameter Location Invoked by User When executed\nProlog (from slurm.conf)Compute nodeslurmd daemonSlurmdUser (normally user root)First job or job step initiation on that node (by default);""}, {""doc_id"": ""doc_ce7f"", ""sent_idx"": 149, ""cleaned_version"": 1, ""sentence"": ""This design offers improved performance by removing much of the job step initiation overhead from the slurmctld daemon.""}]",1,initiation,1
3051,srunepilog,command,[],[],[3051],43,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:command(evidence: command usage) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 60, ""cleaned_version"": 1, ""sentence"": ""SrunProlog\n SrunEpilog\nTaskProlog/Epilog: Fully qualified path to be executed as the user before each task begins execution and after each task terminates.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 6, ""cleaned_version"": 1, ""sentence"": ""daemonUser invoking srun commandPrior to launching job step\nTaskEpilog (from slurm.conf)Compute nodeslurmstepd daemonUser invoking srun commandCompletion job step\nsrun --task-epilogCompute nodeslurmstepd daemonUser invoking srun commandCompletion job step\nSrunEpilog (from slurm.conf) or srun --epilogsrun invocation nodesrun commandUser invoking srun commandCompletion job step\nBy default the Prolog script is only run on any individual node when it first sees a job step from a new allocation; it does not run the Prolog immediately when an allocation is granted.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 42, ""cleaned_version"": 1, ""sentence"": ""To reference this specific task of a job array, combine SLURM_ARRAY_JOB_ID with SLURM_ARRAY_TASK_ID (e.g. scontrol update ${SLURM_ARRAY_JOB_ID}_{$SLURM_ARRAY_TASK_ID} ...); Available in PrologSlurmctld, SrunProlog, TaskProlog, EpilogSlurmctld, SrunEpilog and TaskEpilog.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 45, ""cleaned_version"": 1, ""sentence"": ""Otherwise it will not be set. Available in PrologSlurmctld, SrunProlog, TaskProlog, EpilogSlurmctld, SrunEpilog and TaskEpilog.""}, {""doc_id"": ""doc_8a75"", ""sent_idx"": 49, ""cleaned_version"": 1, ""sentence"": ""To reference this specific task of a job array, combine SLURM_ARRAY_JOB_ID with SLURM_ARRAY_TASK_ID (e.g. scontrol update ${SLURM_ARRAY_JOB_ID}_{$SLURM_ARRAY_TASK_ID} ...); Available in PrologSlurmctld, SrunProlog, TaskProlog, EpilogSlurmctld, SrunEpilog and TaskEpilog.\nSLURM_ARRAY_TASK_MAX""}]",1,srunepilog,1
3052,event logging,unknown,[],[],[3052],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 62, ""cleaned_version"": 1, ""sentence"": ""TaskProlog\n TaskEpilog\nEvent Logging\nSlurmctld and slurmd daemons can each be configured with different levels of logging verbosity from 0 (quiet) to 7 (extremely verbose).""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 53, ""cleaned_version"": 1, ""sentence"": ""Event Logging\nSlurmctld and slurmd daemons can each be configured with different levels of logging verbosity from 0 (quiet) to 7 (extremely verbose).""}]",1,logging,1
3053,verbosity,unknown,[],[],[3053],4,3,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_2cc9"", ""sent_idx"": 62, ""cleaned_version"": 1, ""sentence"": ""TaskProlog\n TaskEpilog\nEvent Logging\nSlurmctld and slurmd daemons can each be configured with different levels of logging verbosity from 0 (quiet) to 7 (extremely verbose).""}, {""doc_id"": ""doc_f0f8"", ""sent_idx"": 53, ""cleaned_version"": 1, ""sentence"": ""Event Logging\nSlurmctld and slurmd daemons can each be configured with different levels of logging verbosity from 0 (quiet) to 7 (extremely verbose).""}, {""doc_id"": ""doc_f2ec"", ""sent_idx"": 10, ""cleaned_version"": 1, ""sentence"": ""If it hangs again, increase the verbosity of debug messages (increase SlurmctldDebug in the slurm.conf file) and restart.""}, {""doc_id"": ""doc_f2ec"", ""sent_idx"": 43, ""cleaned_version"": 1, ""sentence"": ""If still not responding, increase the verbosity of debug messages (increase SlurmdDebug in the slurm.conf file) and restart.""}]",1,verbosity,1
